TIMEINT_MINUTES,5,6,7,8,9,10,11,12,13,14,15,18,20,21,22,23,24,25,26,27,28,29,30,32,34,35,36,37,38,39,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,TIMEINT
2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,0.75,1.81,0.0,1.18,0.44,4.8,5.47,5.11,0.0,0.0,3.06,9.75,4.29,0.0,3.8,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.46,35.51,0.0,39.73,45.98,45.4,73.58,39.87,44.46,61.1,30.47,0.4,41.0,0-5
7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.74,4.62,10.89,2.15,5.12,6.6,21.76,20.03,12.51,6.05,5.93,28.56,27.78,15.89,11.14,18.78,4.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.03,100.0,0.0,100.0,100.0,100.0,100.0,66.55,100.0,100.0,100.0,0.73,100.0,5-10
12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.81,7.41,16.06,3.7,7.41,9.99,34.18,23.81,15.38,10.26,16.67,33.33,31.98,16.67,22.22,22.22,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.05,90.21,0.0,97.77,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,10-15
17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.44,7.41,17.72,3.7,6.57,11.11,34.48,22.46,15.38,10.26,16.67,31.94,24.63,13.52,22.22,20.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.12,28.91,0.0,88.46,96.49,67.24,93.7,100.0,91.53,100.0,100.0,0.0,98.13,15-20
22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.35,6.51,17.13,3.7,5.56,11.11,34.48,19.21,15.38,10.26,21.2,16.11,6.67,5.56,26.17,7.59,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.51,91.14,0.0,96.32,96.46,59.72,89.9,100.0,81.89,100.0,100.0,0.0,97.9,20-25
27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.69,5.56,14.81,4.01,5.56,11.11,34.48,20.71,15.38,7.69,22.22,11.11,10.24,0.28,27.78,5.56,9.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.43,95.43,0.0,99.32,100.0,91.31,97.8,100.0,96.7,100.0,100.0,0.0,100.0,25-30
32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,4.66,14.81,5.56,6.4,9.91,34.48,22.22,15.16,7.69,25.8,8.7,11.11,0.0,24.81,5.76,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.13,55.97,0.0,89.59,96.48,91.43,97.77,93.25,91.67,100.0,100.0,0.0,97.87,30-35
37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.41,3.7,13.43,4.44,7.41,5.9,35.36,19.17,11.99,6.75,27.78,5.56,11.11,0.0,18.52,11.11,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.19,99.69,0.0,100.0,96.48,91.55,97.87,11.67,85.07,100.0,100.0,0.0,98.07,35-40
42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.14,3.7,12.96,3.7,7.1,5.56,37.93,16.87,13.24,5.0,32.88,5.56,11.11,0.0,15.83,11.11,10.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.45,61.61,0.0,94.11,94.5,92.28,99.17,0.0,93.96,100.0,100.0,0.0,97.77,40-45
