TIMEINT_MINUTES,2,8,9,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,36,37,38,39,40,41,42,43,44,45,47,48,49,50,51,52,53,54,55,56,TIMEINT
2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-5
7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5-10
12.5,441.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.5,14.5,10-15
17.5,1423.1,0.0,167.4,0.0,0.0,10.4,5.6,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,298.5,0.0,0.0,298.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.4,0.0,0.0,20.8,108.3,15.6,15-20
22.5,35.8,0.0,79.8,0.0,0.0,24.1,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,69.0,7.4,0.0,0.0,0.0,0.0,20-25
27.5,285.1,0.0,11.4,0.0,0.0,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,0.0,0.0,0.0,34.2,1.7,25-30
32.5,285.2,0.0,46.5,0.0,0.0,9.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8,0.0,0.0,30.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,8.4,36.4,0.0,0.0,38.8,0.1,30-35
37.5,59.2,0.0,309.6,0.0,0.0,13.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,7.9,300.0,0.0,0.0,29.6,0.0,35-40
42.5,1533.2,0.0,312.8,0.0,0.0,13.2,7.5,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,0.0,140.0,0.0,0.0,139.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,300.0,0.0,1.6,129.1,7.5,40-45
47.5,172.6,0.0,231.4,0.0,0.0,72.8,72.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,0.0,0.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,96.6,130.4,0.0,2.3,123.9,8.8,45-50
52.5,256.0,0.0,29.0,0.0,0.0,24.5,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,26.2,0.0,0.0,9.9,72.2,0.0,50-55
57.5,437.7,0.0,25.8,0.0,0.0,10.9,2.9,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.0,0.0,0.0,8.6,0.0,0.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,23.5,0.0,0.0,0.0,89.1,5.1,55-60
62.5,635.4,0.4,55.4,0.0,0.0,17.6,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,49.8,5.5,0.0,0.0,120.5,11.1,60-65
67.5,288.1,0.0,231.5,0.0,0.0,109.2,102.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4,0.0,0.0,26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,8.4,222.2,0.0,0.0,36.4,0.0,65-70
72.5,773.8,0.0,326.0,0.0,0.0,45.7,45.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.8,0.0,0.0,58.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,24.7,300.0,0.0,9.8,107.5,3.5,70-75
