TIMEINT_MINUTES,1,2,4,5,6,7,8,9,TIMEINT
2.5,7952.14,3655.12,5555.97,12593.55,3781.76,3610.72,4329.66,0.0,0-5
7.5,8069.11,6007.24,10782.51,22155.75,4788.3,4716.73,5728.38,0.0,5-10
12.5,0.0,0.0,17649.09,0.0,0.0,0.0,5574.03,0.0,10-15
17.5,0.0,0.0,10078.95,0.0,5335.49,5389.42,5384.59,0.0,15-20
22.5,0.0,0.0,9015.97,0.0,4958.61,0.0,5468.79,0.0,20-25
27.5,8131.65,0.0,17557.96,0.0,5298.31,0.0,0.0,0.0,25-30
32.5,0.0,0.0,0.0,0.0,5381.24,0.0,4670.8,0.0,30-35
37.5,0.0,5369.2,0.0,0.0,0.0,0.0,3905.09,0.0,35-40
42.5,0.0,0.0,12508.55,0.0,0.0,0.0,0.0,0.0,40-45
47.5,7890.08,5474.09,7560.84,0.0,0.0,0.0,4266.58,0.0,45-50
52.5,0.0,0.0,10946.31,0.0,3550.43,0.0,3916.8,0.0,50-55
57.5,0.0,0.0,8639.8,0.0,0.0,0.0,3684.74,0.0,55-60
62.5,0.0,0.0,20049.34,0.0,0.0,0.0,3421.15,0.0,60-65
67.5,6474.28,0.0,0.0,0.0,3248.57,0.0,0.0,0.0,65-70
72.5,0.0,0.0,17723.35,0.0,0.0,0.0,3309.33,0.0,70-75
77.5,0.0,4283.45,15732.79,0.0,2991.8,0.0,3171.1,0.0,75-80
82.5,0.0,0.0,15887.14,0.0,2728.51,0.0,2813.98,0.0,80-85
87.5,0.0,0.0,20797.44,0.0,2549.82,0.0,0.0,0.0,85-90
92.5,0.0,0.0,17605.6,0.0,2375.16,2357.96,2405.54,0.0,90-95
97.5,0.0,0.0,8498.72,0.0,2199.34,0.0,0.0,0.0,95-100
102.5,0.0,0.0,26375.89,21058.51,2061.91,0.0,0.0,0.0,100-105
107.5,0.0,0.0,14468.75,23727.25,2095.32,2210.9,1319.05,0.0,105-110
112.5,0.0,0.0,28082.48,0.0,1859.12,0.0,1252.14,0.0,110-115
117.5,0.0,5130.99,0.0,0.0,1736.61,0.0,764.83,0.0,115-120
122.5,0.0,0.0,5474.6,0.0,0.0,0.0,640.82,0.0,120-125
127.5,0.0,0.0,19392.34,0.0,1244.47,0.0,0.0,0.0,125-130
132.5,0.0,0.0,0.0,0.0,1821.37,0.0,647.26,635.62,130-135
137.5,0.0,0.0,17134.3,0.0,0.0,0.0,620.59,0.0,135-140
142.5,0.0,4403.27,7888.92,0.0,1427.73,0.0,624.6,0.0,140-145
147.5,2328.7,0.0,19572.85,0.0,1185.56,0.0,595.47,0.0,145-150
152.5,0.0,14741.82,0.0,0.0,0.0,1078.71,665.78,0.0,150-155
157.5,0.0,0.0,8068.59,0.0,1279.41,0.0,3015.02,0.0,155-160
162.5,0.0,0.0,9971.89,21121.17,1533.29,0.0,4420.75,0.0,160-165
167.5,0.0,0.0,16398.32,0.0,1504.91,2108.21,6655.1,0.0,165-170
172.5,1962.67,0.0,14673.77,21110.81,1864.69,0.0,7763.98,16321.42,170-175
177.5,6286.14,0.0,0.0,0.0,1682.63,1473.45,13622.95,0.0,175-180
182.5,0.0,0.0,17431.71,0.0,1421.05,0.0,14770.96,0.0,180-185
187.5,0.0,0.0,16828.29,0.0,1225.9,1122.52,16420.6,0.0,185-190
192.5,5336.13,0.0,17336.15,0.0,1307.02,0.0,15577.93,15533.42,190-195
197.5,4885.56,0.0,16007.21,0.0,1058.77,1027.17,16632.86,0.0,195-200
202.5,0.0,19830.49,19997.55,0.0,1210.0,1925.63,20583.23,0.0,200-205
207.5,7457.13,24908.17,18527.27,20924.25,3018.88,0.0,20535.58,0.0,205-210
212.5,0.0,28675.86,17521.04,0.0,4890.95,6058.62,20006.55,0.0,210-215
217.5,12881.37,0.0,21389.48,0.0,9913.5,0.0,19265.5,0.0,215-220
222.5,12532.15,29527.71,20354.94,0.0,12044.47,12225.73,20236.02,17617.73,220-225
227.5,12291.09,30534.51,18289.58,20115.74,13401.9,0.0,18623.85,0.0,225-230
232.5,12052.31,0.0,23863.43,0.0,13321.25,0.0,17931.25,17248.46,230-235
237.5,11709.82,33527.18,21268.06,0.0,13159.56,0.0,18575.89,0.0,235-240
242.5,0.0,33943.44,23366.43,0.0,12794.65,12928.23,17368.28,23449.12,240-245
247.5,11171.24,0.0,22446.24,0.0,12592.06,12676.67,19323.99,0.0,245-250
252.5,12488.65,0.0,24245.41,0.0,13003.34,13820.82,23475.94,0.0,250-255
257.5,10090.45,0.0,21429.85,19290.19,14753.82,14731.52,22157.75,0.0,255-260
262.5,0.0,39673.91,24471.14,0.0,14855.9,14820.11,21403.91,18208.89,260-265
267.5,0.0,0.0,19872.93,0.0,14885.31,14897.97,20224.73,18767.05,265-270
272.5,15516.26,42744.75,20295.56,20953.49,15508.73,15661.09,20707.94,0.0,270-275
277.5,14135.29,44294.47,25580.76,0.0,15606.92,15570.54,21583.2,0.0,275-280
282.5,0.0,0.0,26216.83,0.0,16251.74,0.0,21270.58,0.0,280-285
287.5,15980.17,48671.91,22988.22,0.0,16277.18,16212.22,20777.26,0.0,285-290
292.5,16083.13,0.0,28558.37,0.0,16339.75,0.0,19630.78,0.0,290-295
297.5,16828.38,0.0,27310.02,21555.71,16142.97,0.0,21964.67,0.0,295-300
302.5,16231.58,47631.4,18627.5,0.0,16379.32,16506.51,21197.29,0.0,300-305
307.5,0.0,0.0,23022.84,0.0,0.0,0.0,22805.52,0.0,305-310
312.5,0.0,50170.17,21719.98,0.0,16088.5,16095.28,22722.04,0.0,310-315
317.5,0.0,0.0,22318.89,0.0,16193.71,16282.09,22709.17,0.0,315-320
322.5,0.0,0.0,0.0,21724.95,16305.79,16449.95,22508.45,0.0,320-325
327.5,15262.23,0.0,0.0,0.0,16641.6,16612.46,22980.85,0.0,325-330
332.5,13932.32,51395.66,0.0,23249.28,17006.11,16948.72,22457.22,22911.96,330-335
337.5,15249.4,54903.79,0.0,0.0,0.0,0.0,22636.03,0.0,335-340
342.5,14626.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340-345
387.5,0.0,0.0,21869.87,0.0,0.0,13582.1,0.0,0.0,385-390
392.5,12217.17,55346.5,20135.53,20654.32,14844.36,14818.49,20215.33,0.0,390-395
397.5,12522.95,57897.28,17736.43,0.0,15809.71,15804.85,19701.35,0.0,395-400
477.5,0.0,0.0,15600.6,0.0,11204.2,11151.9,15174.3,0.0,475-480
482.5,10024.49,53761.16,18076.29,0.0,11598.15,11586.87,17053.65,15323.21,480-485
487.5,10812.74,0.0,0.0,0.0,11981.74,11923.34,16706.0,16977.08,485-490
502.5,0.0,0.0,10868.7,0.0,0.0,0.0,0.0,0.0,500-505
507.5,9784.23,53374.05,13936.11,0.0,10865.85,10896.74,16105.04,14986.95,505-510
