Total_Passengers,TIME
34,797
12,798
0,799
0,800
0,801
0,802
0,803
0,804
0,805
6,806
24,807
0,808
0,809
0,810
0,811
0,812
0,813
0,814
0,815
0,816
0,817
0,818
0,819
0,820
0,821
0,822
0,823
0,824
0,825
0,826
0,827
0,828
0,829
0,830
0,831
0,832
0,833
0,834
0,835
0,836
0,837
21,838
24,839
0,840
0,841
0,842
0,843
0,844
0,845
0,846
0,847
0,848
0,849
0,850
0,851
0,852
11,853
24,854
47,855
47,856
23,857
23,858
23,859
0,860
0,861
0,862
0,863
0,864
0,865
0,866
0,867
0,868
0,869
0,870
0,871
0,872
64,873
44,874
21,875
21,876
0,877
24,878
24,879
0,880
0,881
0,882
0,883
0,884
0,885
0,886
0,887
0,888
0,889
0,890
0,891
0,892
0,893
0,894
0,895
0,896
0,897
0,898
9,899
0,900
0,901
0,902
11,903
42,904
41,905
18,906
17,907
20,908
20,909
0,910
0,911
0,912
0,913
0,914
0,915
0,916
0,917
0,918
0,919
0,920
0,921
0,922
0,923
0,924
0,925
0,926
0,927
18,928
20,929
0,930
0,931
0,932
0,933
0,934
4,935
43,936
20,937
19,938
0,939
0,940
24,941
24,942
32,943
55,944
25,945
55,946
55,947
47,948
24,949
0,950
0,951
0,952
0,953
0,954
0,955
0,956
0,957
0,958
0,959
0,960
0,961
0,962
0,963
48,964
20,965
19,966
44,967
44,968
24,969
0,970
0,971
0,972
46,973
46,974
0,975
19,976
46,977
44,978
44,979
14,980
39,981
19,982
9,983
9,984
0,985
0,986
1,987
26,988
26,989
0,990
0,991
51,992
44,993
44,994
44,995
22,996
20,997
20,998
19,999
0,1000
0,1001
0,1002
11,1003
41,1004
41,1005
41,1006
19,1007
0,1008
20,1009
0,1010
0,1011
0,1012
8,1013
20,1014
14,1015
44,1016
43,1017
24,1018
24,1019
0,1020
0,1021
0,1022
40,1023
46,1024
24,1025
0,1026
0,1027
0,1028
0,1029
0,1030
0,1031
3,1032
21,1033
26,1034
0,1035
0,1036
0,1037
0,1038
0,1039
0,1040
0,1041
0,1042
0,1043
0,1044
0,1045
0,1046
0,1047
0,1048
35,1049
0,1050
0,1051
18,1052
22,1053
44,1054
0,1055
0,1056
6,1057
22,1058
0,1059
0,1060
0,1061
0,1062
0,1063
0,1064
0,1065
0,1066
0,1067
0,1068
0,1069
0,1070
0,1071
0,1072
0,1073
0,1074
24,1075
42,1076
61,1077
61,1078
39,1079
0,1080
0,1081
0,1082
0,1083
0,1084
0,1085
17,1086
42,1087
42,1088
42,1089
0,1090
0,1091
0,1092
0,1093
0,1094
0,1095
0,1096
0,1097
0,1098
0,1099
0,1100
0,1101
0,1102
0,1103
0,1104
0,1105
0,1106
0,1107
0,1108
0,1109
0,1110
0,1111
0,1112
0,1113
0,1114
0,1115
0,1116
0,1117
0,1118
0,1119
62,1120
63,1121
87,1122
106,1123
43,1124
0,1125
28,1126
19,1127
41,1128
41,1129
0,1130
0,1131
33,1132
0,1133
0,1134
0,1135
0,1136
0,1137
0,1138
24,1139
0,1140
0,1141
57,1142
69,1143
45,1144
0,1145
0,1146
0,1147
0,1148
12,1149
0,1150
0,1151
0,1152
0,1153
0,1154
0,1155
0,1156
0,1157
0,1158
0,1159
0,1160
9,1161
22,1162
46,1163
24,1164
24,1165
46,1166
46,1167
22,1168
22,1169
0,1170
0,1171
0,1172
0,1173
14,1174
44,1175
24,1176
0,1177
0,1178
0,1179
0,1180
24,1181
41,1182
61,1183
95,1184
43,1185
73,1186
93,1187
73,1188
39,1189
0,1190
0,1191
19,1192
19,1193
20,1194
19,1195
28,1196
28,1197
28,1198
29,1199
0,1200
0,1201
0,1202
0,1203
0,1204
0,1205
13,1206
4,1207
4,1208
4,1209
0,1210
8,1211
39,1212
39,1213
39,1214
0,1215
0,1216
37,1217
63,1218
63,1219
43,1220
20,1221
19,1222
0,1223
0,1224
24,1225
24,1226
24,1227
24,1228
24,1229
0,1230
0,1231
0,1232
15,1233
43,1234
20,1235
44,1236
24,1237
38,1238
38,1239
0,1240
0,1241
6,1242
24,1243
24,1244
0,1245
18,1246
43,1247
20,1248
19,1249
0,1250
0,1251
0,1252
14,1253
42,1254
41,1255
0,1256
44,1257
44,1258
43,1259
33,1260
67,1261
44,1262
44,1263
44,1264
0,1265
0,1266
0,1267
0,1268
0,1269
0,1270
0,1271
0,1272
6,1273
24,1274
0,1275
0,1276
0,1277
32,1278
39,1279
29,1280
58,1281
19,1282
20,1283
19,1284
0,1285
40,1286
46,1287
46,1288
46,1289
0,1290
0,1291
0,1292
0,1293
0,1294
0,1295
2,1296
19,1297
20,1298
19,1299
0,1300
0,1301
12,1302
24,1303
24,1304
0,1305
0,1306
0,1307
0,1308
0,1309
0,1310
0,1311
0,1312
0,1313
0,1314
0,1315
0,1316
0,1317
0,1318
0,1319
0,1320
0,1321
0,1322
0,1323
0,1324
0,1325
0,1326
0,1327
0,1328
0,1329
0,1330
0,1331
0,1332
0,1333
10,1334
26,1335
57,1336
61,1337
37,1338
56,1339
0,1340
18,1341
42,1342
42,1343
22,1344
0,1345
54,1346
46,1347
46,1348
46,1349
14,1350
22,1351
42,1352
42,1353
41,1354
0,1355
24,1356
22,1357
61,1358
61,1359
9,1360
39,1361
39,1362
0,1363
0,1364
0,1365
0,1366
0,1367
22,1368
42,1369
0,1370
51,1371
104,1372
82,1373
63,1374
44,1375
38,1376
32,1377
31,1378
32,1379
21,1380
37,1381
61,1382
61,1383
61,1384
0,1385
32,1386
19,1387
20,1388
19,1389
0,1390
10,1391
24,1392
24,1393
42,1394
0,1395
0,1396
21,1397
56,1398
39,1399
14,1400
44,1401
24,1402
5,1403
4,1404
4,1405
9,1406
9,1407
33,1408
33,1409
52,1410
48,1411
48,1412
24,1413
46,1414
42,1415
64,1416
64,1417
83,1418
61,1419
41,1420
20,1421
39,1422
20,1423
19,1424
39,1425
39,1426
19,1427
20,1428
19,1429
32,1430
32,1431
32,1432
56,1433
55,1434
23,1435
23,1436
23,1437
0,1438
39,1439
